Wall time,Step,Value
1670380380.9809344,0,0.024000000208616257
1670381048.8392165,1,0.04399999976158142
1670381716.3348684,2,0.05400000140070915
1670382384.110332,3,0.09399999678134918
1670383051.8705132,4,0.10000000149011612
1670383719.6315715,5,0.09399999678134918
1670384387.5666285,6,0.1120000034570694
1670385055.092833,7,0.09799999743700027
1670385722.4910197,8,0.12999999523162842
1670386479.5184307,9,0.1120000034570694
1670387147.7688515,10,0.12800000607967377
1670387815.5582552,11,0.1459999978542328
1670388483.1382263,12,0.1420000046491623
1670389151.2340648,13,0.14399999380111694
1670389819.3396454,14,0.15800000727176666
1670390487.787276,15,0.18000000715255737
1670391155.6028564,16,0.1979999989271164
1670391823.6327543,17,0.14800000190734863
1670392491.340117,18,0.15600000321865082
1670393160.25256,19,0.19200000166893005
1670466143.013217,20,0.17000000178813934
1670466802.1257606,21,0.18400000035762787
1670467461.2746868,22,0.20999999344348907
1670468121.0594885,23,0.19599999487400055
1670468784.613466,24,0.18199999630451202
1670469444.0931597,25,0.1679999977350235
1670470104.1276793,26,0.17000000178813934
1670470764.5604286,27,0.20999999344348907
1670471429.6597764,28,0.23199999332427979
1670472191.72677,29,0.23800000548362732
1670472854.9862444,30,0.22200000286102295
1670473513.8673744,31,0.24199999868869781
1670474177.3228457,32,0.21400000154972076
1670474840.9972982,33,0.24199999868869781
1670475504.6942475,34,0.20999999344348907
1670476164.3668468,35,0.20800000429153442
1670476828.7517486,36,0.2240000069141388
1670477492.5106657,37,0.22599999606609344
1670478156.693613,38,0.2240000069141388
1670478816.750352,39,0.2199999988079071
1670551425.831535,40,0.20800000429153442
1670552075.7125802,41,0.23000000417232513
1670552725.4524403,42,0.23000000417232513
1670553376.5711513,43,0.23800000548362732
1670554025.2829967,44,0.21799999475479126
1670554674.5345469,45,0.22599999606609344
1670555324.154555,46,0.22599999606609344
1670555973.4283009,47,0.24199999868869781
1670556623.164735,48,0.24199999868869781
1670557369.8155856,49,0.23600000143051147
1670558018.165231,50,0.22599999606609344
1670558666.6857374,51,0.21400000154972076
1670559315.483061,52,0.2280000001192093
1670559964.4583526,53,0.2280000001192093
1670560613.6352065,54,0.24799999594688416
1670561274.8580894,55,0.23199999332427979
1670561935.2554557,56,0.23600000143051147
1670562595.344375,57,0.23999999463558197
1670563255.3814838,58,0.23800000548362732
1670563916.4318697,59,0.23600000143051147
1670977436.620314,80,0.2199999988079071
1670978109.9972293,81,0.2199999988079071
1670978776.82335,82,0.2240000069141388
1670979443.6420293,83,0.22200000286102295
1670980107.9514604,84,0.2240000069141388
1670980774.8546288,85,0.2199999988079071
1670981441.222958,86,0.21799999475479126
1670982107.7516692,87,0.2240000069141388
1670982771.875257,88,0.21799999475479126
1670983536.3023932,89,0.2199999988079071
1670984201.5804784,90,0.22200000286102295
1671238300.6459246,80,0.22200000286102295
1671238964.712134,81,0.22200000286102295
1671239629.3102725,82,0.22599999606609344
1671240293.224096,83,0.22200000286102295
1671240960.4965072,84,0.22599999606609344
1671241623.909466,85,0.21799999475479126
1671242287.3209753,86,0.21799999475479126
1671242951.0276577,87,0.21799999475479126
1671243618.612739,88,0.2199999988079071
1671244380.6588304,89,0.2199999988079071
1671245045.268614,90,0.22200000286102295
1671245709.4139435,91,0.22200000286102295
1671246378.6644862,92,0.2199999988079071
1671247043.404982,93,0.21799999475479126
1671247707.7209098,94,0.2199999988079071
1671248371.8666553,95,0.2199999988079071
1671249040.168398,96,0.22200000286102295
1671249706.486033,97,0.22200000286102295
1671250373.622411,98,0.2199999988079071
1671251038.9586747,99,0.22200000286102295
